X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,Id
-0.049231,0.69537,-0.05318,0.87939,-147.69,0,-0.038166,0.43809,0.70661,0.30463,0.10475,-0.086556,-0.00044197,-0.038166,-812720,-0.00044911,1.4381,-0.038166,-0.054013,93.208,1.1193,0.082444,-0.069673,0.044991,-0.010301,-0.016362,0.57685,-0.08686,4.0971,0.91888,-0.01347,259.63,1.4058,0.89145,0.086718,0.70661,0.81482,0.55906,0.12272,0.11619,0.19268,0.11668,173.83,80.625,-0.27284,0.47017,106.25,0.04459,0.063105,0.55763,0.44094,0.71132,0.49757,0.91314,-664.97,0.12272,-0.16161,1.0521,0.8352,3.916,4.5271,227.77,1.6025,1.1541,8480
0.0087064,0.43995,0.17341,1.6348,34.045,-0.00074642,0.01483,1.273,1.5822,0.56005,0.024376,0.054289,0.090783,0.01483,1118,0.32648,2.273,0.01483,0.0093731,7.3089,?,0.023012,0.0055027,0.01483,0.00796,0.31256,2.4108,0.31334,3.4874,0.11552,0.015282,64.09,5.6951,3.5361,0.026487,1.5822,2.6654,0.71571,0.01674,0.96629,0.096596,0.014544,42.128,34.819,0.2748,1.5188,7.4333,-0.10579,-0.066865,1.0151,0.27317,0.17559,1.012,1.2932,532.71,0.01674,0.015546,0.99067,0.27794,49.939,10.483,63.017,5.7921,2.859,2993
0.07243,0.23756,0.34636,2.6232,22.247,0,0.089558,3.2094,1.2357,0.76244,0.10779,0.41972,0.096997,0.089558,723.46,0.50452,4.2094,0.089558,0.072477,78.278,1.1342,0.081064,0.058616,0.088084,0.41944,0.43242,4.4463,0.78673,3.6688,0.13073,0.075053,66.667,5.475,4.9176,0.067431,1.2357,?,0.76244,0.05457,0.40801,0.071108,0.065603,139.62,61.345,0.27332,1.3813,82.797,0.050766,0.041084,2.3562,0.21338,0.18265,1.7318,1.7318,1615.7,0.05457,0.094998,0.92983,0,4.6628,5.95,63.029,5.791,2.8067,9090
0.058523,0.36188000000000003,-0.059154,0.80004,-23.401,0.0,0.084311,1.7633,1.9086,0.63812,0.15484,0.285,0.084416,0.084311,819.82,0.44522,2.7633,0.084311,0.044173,6.1117,0.82495,0.11605,0.030662,0.29434,0.63812,0.37396,1.6453,-0.077495,4.2823,0.18184,0.055395,59.381,6.1467,5.0247,0.090278,1.9086,3.099,0.70417,0.0473,0.12474,0.062548,0.060801,38.203,32.092,1.8312,0.69201,6.4151,0.03924,0.020559,0.654,0.29583000000000004,0.16269,0.83597,0.9225,-1133.2,0.0473,0.091712,0.95745,0.10352,59.722,11.374,56.573,6.4519,2.5004,6441
0.035589,0.066092,0.61429,11.151,-4.1005,0,0.045714,14.13,2.6979,0.93391,0.04588,0.75538,0.053958,0.045714,165.72,2.2026,15.13,0.045714,0.016944,74.219,0.93077,0.041774,0.013191,0.11657,0.2896,2.0494,251.34,1.889,3.279,0.024498,0.016944,8.3016,43.967,40.259,0.037126,2.6979,?,0.93391,0.013761,1.5675,0.015555,0.015484,78.46,4.2411,0.064873,2.0855,75.255,-0.058085,-0.02153,10.21,0.060517,0.022744,2.8719,2.8719,1167.9,0.013761,0.038107,0.98311,0,4.9179,86.063,8.1874,44.581,8.2963,6326
-0.063617,1.0104,-0.015315,0.9846,972.41,-0.56529,-0.063617,-0.010299,2.8608,-0.010406,-0.062439,-0.063968,-0.020796,-0.063617,-6199,-0.058881,0.9897,-0.063617,-0.022237,13.753,1.6985,-0.06342,-0.022237,-0.39681,-0.6289,-0.058881,-53.833,-0.73585,3.707,0.33143,-0.022237,124.45,2.9495,2.903,-0.055959,2.8608,?,-0.010406,-0.019561,0.077986,-0.56799,-0.022169,115.04,101.28,-0.59016,0.87621,13.414,-0.067544,-0.02361,0.9691,0.9945,0.33905,-0.5,-0.5,-78.0,-0.019561,6.1132,1.0257,0,26.539,3.6038,126.89,2.8766,137.45,5041
0.052892,0.67932,-0.21048,0.61192,-113.67,0.12832,0.063793,0.46357,1.1477,0.31492,0.063793,0.11762,0.11319,0.063793,2137.6,0.17075,1.4721,0.063793,0.062249,18.159,1.0685,0.1317,0.051612,0.14959,0.31492,0.15471,1.475,-0.31503,5.084,0.57596,0.062249,221.71,1.6463,0.19388,0.1317,1.0339,2.0508,0.45188,0.12852,0.17157,0.12144,0.12852,85.06,66.901,1.0374,0.51791,20.842,0.079501,0.077576,0.48854,0.54235,0.60741,0.47134,0.67635,-25539.0,0.12873,0.16796,0.87127,0.43494,20.1,5.4558,193.17,1.8896,1.5339,5093
0.051939,0.64118,0.20305,1.3909,-12.499,0,0.066154,0.55964,2.4099,0.35882,0.093828,0.12737,0.045155,0.066154,2150.6,0.16972,1.5596,0.066154,0.027451,41.823,1.0949,0.089866,0.021552,0.15806,0.32184,0.14755,3.2473,0.73149,3.976,0.25304,0.037943,81.94,4.4545,3.6083,0.096379,2.4099,4.1258,0.46699,0.039992,0.071478,0.16126,0.03729,103.79,61.97,0.18809,0.85927,43.566,0.047201,0.019586,1.1267,0.51938,0.22449,1.2927,1.6824,1921.3,0.039992,0.14475,0.97297,0.30145,8.7272,5.8899,78.663,4.64,8.682,4873
-0.09758,0.97263,0.21522,2.0159,1.9283,-0.22862,-0.09756,0.0010415,1.0871,0.001013,-0.09756,-0.46053,-0.047621,-0.09756,-5318.6,-0.068627,1.0281,-0.09756,-0.069603,54.017,1.0496,0.036805,-0.069618,-0.21726,0.001013,-0.068649,0.28544,0.37563,5.1657,0.67721,-0.069603,59.968,6.0866,0.03784,0.036805,1.4258,0.28868,0.7618,0.026258,0.11545,0.47292,0.026258,104.84,50.822,-0.47042,1.0367,58.72,0.0059937,0.0042762,0.43907,0.21184,0.1643,0.0017681,1.3296,31521.0,0.080098,-96.326,0.9199,751,6.7571,7.1819,55.165,6.6166,2.4464,6143
0.22349,0.49681,0.30564,1.7395,18.676,0,0.27571,1.0128,4.5586,0.50319,0.29058,0.66711,0.061519,0.27571,646.61,0.56448,2.0128,0.27571,0.060482,6.0771,1.1628,0.28868,0.049026,0.64102,0.49204,0.45937,19.411,1.0874,3.9529,0.102,0.063744,35.597,10.254,8.5299,0.32088,4.5586,7.6996,0.5867,0.070389,0.10158,0.056442,0.063326,54.202,48.125,2.9446,1.5559,6.5372,0.28395,0.062289,1.4471,0.4133,0.097527,1.7903,2.0874,2742.5,0.070389,0.44415,0.93968,0.16597,60.062,7.5844,33.092,11.03,16.219,4772
-0.038905,0.29577,-0.073844,0.49531,-5538.5,0,-0.038905,2.3809,0.024179,0.70423,-0.03328,-0.2659,-1.4022,-0.038905,-3184.3,-0.11463,3.3809,-0.038905,-1.609,84.1,0.41312,0.00062976,-1.609,0.02037,0.70405,-0.11463,0.11195,-0.079614,5.4607,12.102,-3.5069,3977,0.091777,0.045401,0.034122,0.024179,18.022,0.70794,1.4112,0.36492,1.7506,0.026046,288.01,203.91,-6.9834,0.45724,151.43,-0.0043722,-0.18083,0.24502,0.14632,10.896,0.75925,0.76325,-21330.0,0.44463,-0.055246,1.9366,0.0052713,4.3401,1.79,2208.7,0.16525,0.026068,5242
0.10143,0.14064,0.65765,5.7876,1923.1,0,0.13239,6.1102,4.0204,0.85936,0.13741,0.9638,0.050793,0.13239,251.39,1.452,7.1102,0.13239,0.03293,27.974,1.206,-0.039372,0.025228,0.21592,0.8406,1.2318,-7.8539,3.2082,3.4592,0.016741,0.03345,12.35,29.555,28.866,-0.039372,4.0204,?,0.85936,-0.009793,0.72252,0.1445,-0.009793,63.166,35.192,0.32917,3.5445,27.702,-0.11119,-0.027656,5.6527,0.13736,0.033835,4.1922,4.1922,1893.3,-0.009793,0.11803,1.011,0,13.048,10.372,12.471,29.268,19.613,9639
0.14025,0.37333,0.51073,2.3681,10.205,0,0.16671,1.6786,2.2164,0.62667,0.1874,0.44654,0.092066,0.16671,667.79,0.54658,2.6786,0.16671,0.075216,72.566,?,0.18733,0.063277,0.16671,0.598,0.4757,9.0539,4.4051,3.5595,0.15418,0.079616,65.679,5.5573,5.5573,0.14169,2.2164,?,0.62667,0.063927,0.11772,0.055387,0.084522,138.35,65.786,0.31828,1.1877,77.522,0.14999,0.067672,2.3681,0.37333,0.17994,5.4051,5.4051,1852.4,0.063927,0.22379,0.92692,0,5.0299,5.5483,61.48,5.9368,19.116,5224
-0.019719,0.62626,-0.20629,0.61183,-75.953,0.059515,-0.019993,0.36904,1.0292,0.23111,-0.019993,-0.037621,0.0051837,-0.019993,31054,0.011754,1.5968,-0.019993,-0.01408,19.423,0.85225,0.034901,-0.013887,0.081485,0.23111,0.012191,0.25297,-0.30568,5.1307,0.41955,-0.01408,140.6,2.5961,0.055729,0.034901,1.4292,2.632,0.32594,0.024578,0.063894,0.33073,0.024578,74.85,55.426,-0.26097,0.46964,19.991,0.0075469,0.0053148,0.51919,0.53144,0.3852,0.34247,0.48298,-27874.0,0.028406,-0.085323,0.97159,0.4103,18.792,6.5853,136.6,2.672,2.1042,9664
0.22517,0.19275,0.63893,4.982,136.8,0,0.28012,4.1881,1.3882,0.80725,0.29435,1.7458,0.21815,0.28012,232.31,1.5712,5.1881,0.28012,0.20178,57.956,1.1944,0.27137,0.1622,0.60896,0.79965,1.2862,19.064,3.1848,4.1191,-0.065158,0.20178,52.508,6.9513,5.7866,0.27289,1.3882,18.575,0.83842,0.19657,1.7856,0.021846,0.19548,134.84,76.888,1.0215,3.6082,72.137,0.24864,0.1791,4.1473,0.16045,0.14386,4.0238,4.1792,8404.4,0.19657,0.27894,0.8053,0.038609,6.2978,4.7472,42.187,8.652,6.9198,4849
0.20501,0.69069,0.26548,1.3848,20.827,0.057512,0.28106,0.44784,3.1571,0.30931,0.38382,0.40737,0.093605,0.28106,853.07,0.42786,1.4478,0.28106,0.089025,3.9037,?,0.34871,0.064935,0.28106,0.26252,0.31775,3.3935,5.9561,3.3298,0.18233,0.089026,87.231,4.1843,4.1798,0.27017,3.1571,?,0.30931,0.085576,0.26174,0.063394,0.11045,89.581,85.678,6.0715,1.3358,4.2691,0.33426,0.10587,1.3833,0.68994,0.23899,6.9395,6.9395,567.33,0.085576,0.66278,0.91408,0,93.5,4.2602,79.766,4.5759,70.83,8931
0.041795,0.44894,0.14376,1.3925,-72.875,0,0.041795,1.2275,1.0029,0.55106,0.053248,0.1141,0.06012,0.041795,2717.8,0.1343,2.2275,0.041795,0.041675,82.344,1.0937,0.0012982,0.041675,0.14854,0.14506,0.1343,0.11334,0.29343,5.2963,0.44533,0.10186,181.32,2.013,1.6425,0.057893,1.0029,8.8411,0.58317,0.057727,0.17843,0.75594,0.0012944,161.85,79.508,0.18473,0.77482,111.99,-0.0172,-0.01715,1.1362,0.3663,0.49677,1.1248,1.1903,28439.0,0.26475,0.075844,0.7547,0.058255,4.4326,4.5907,133.32,2.7378,2.0469,4114
0.24815,0.5561,0.28847,1.6163,-96.037,0,0.26906,0.79823,1.3221,0.4439,0.34604,0.57482,0.23407,0.26906,655.92,0.55647,1.7982,0.26906,0.20352,137.77,?,0.31522,0.1877,0.26906,0.30263,0.51887,4.0951,1.1849,3.5312,0.34575,0.23843,165.93,2.1997,1.8515,0.29242,1.3221,4.4765,0.50143,0.22119,0.32547,0.052127,0.23843,166.81,29.042,0.49728,0.5502,176.9,0.27482,0.20788,1.3605,0.46809,0.45462,1.8234,2.0597,980.17,0.22119,0.55903,0.80499,0.12961,2.6493,12.568,129.23,2.8244,5.4306,8036
0.098761,0.76253,0.18122,1.2483,23.454,0,0.14871,0.31142,1.3452,0.23747,0.18204,0.20375,0.12149,0.14871,1703,0.21433,1.3114,0.14871,0.11055,28.303,0.96692,0.15486,0.073418,0.3355,0.19572,0.14882,4.6459,2.0382,3.8075,0.56217,0.11542,222.89,1.6376,1.5674,0.14997,1.3452,?,0.23747,0.11148,0.0086428,0.14989,0.11512,245.5,217.2,0.94682,1.1054,31.854,0.14013,0.10418,1.1948,0.72987,0.61066,2.6708,2.6708,1163.2,0.11148,0.41589,0.89302,0,12.896,1.6805,198.04,1.843,15.129,9779
0.092073,0.40921,0.15312,1.3742,-14.024,0.1444,0.092073,1.4437,3.433,0.59079,0.11111,0.225,0.048537,0.092073,896.39,0.40719,2.4437,0.092073,0.02682,29.212,?,0.10508,0.02682,?,0.54515,0.40719,5.5194,0.34986,3.1189,0.11277,0.028511,44.882,8.1324,8.1324,0.10511,3.433,?,0.59079,0.030616,0.066462,0.075934,0.03061,56.897,27.685,0.33512,0.70278,30.134,0.03053,0.0088931,1.3742,0.40921,0.12297,1.3499,1.3499,201.32,0.030616,0.15585,0.97323,0,12.495,13.184,43.508,8.3892,7.8438,4759
0.049277,0.73301,0.077148,1.1084,11.476,0,0.049277,0.36423,6.2021,0.26699,0.056766,0.069258,0.71387,0.049277,60.429,6.0401,1.3642,0.049277,0.0079452,12.339,1.0431,0,0.0079452,0.25027,0.21902,6.0401,0,0.36502,3.0181,0.0699,0.017895,?,0,0,0.03892,6.2021,?,0.26699,0.0062753,0.43083,0.0055808,0,28.373,16.033,0.23502,0.81375,?,-4.3782,-0.70592,1.0759,0.7115,?,1.2632,1.2632,80.425,1,0.18457,0.0019199,0,29.581,22.765,41.872,8.717,29.345,7085
-0.0039722,0.41709,-0.123,0.67711,2995.4,0,-0.0029988,1.3976,0.60647,0.58291,0.01696,-0.0078722,0.035083,-0.0029988,7155.1,0.051012,2.3976,-0.0029988,-0.0049446,23.279,0.92966,0.0098812,-0.0065496,0.02343,0.31007,0.048679,0.49507,-0.16575,5.0074,0.68773,-0.0049446,278.11,1.3201,1.2057,-0.021011,0.60647,6.0647,0.61907,-0.034645,0.10753,0.40703,0.016293,130.58,107.31,-0.10269,0.57557,28.075,-0.014394,-0.023734,0.61842,0.38093,0.75752,0.78553,0.83425,-12510.0,0.17564,-0.0068143,0.86209,0.06202,15.679,3.4015,229.26,1.5921,0.81727,6123
0.69139,0.18287,0.71242,4.8957,278.97,0.19494,0.69139,4.4683,7.7153,0.81713,0.69853,3.7807,0.093011,0.69139,93.015,3.9241,5.4683,0.69139,0.089613,0.80411,?,0.69853,0.089613,0.69139,0.76461,3.9241,97.77,6.8037,2.9787,-0.06569,0.089661,9.5713,38.52,38.52,0.74148,7.7153,?,0.81713,0.096106,4.4574,0.0084109,0.090538,3.7918,2.9877,40.677,4.8028,0.88072,0.67231,0.08714,4.8957,0.18287,0.025961,7.8037,7.8037,678.26,0.096106,0.84612,0.91394,0,453.92,122.17,8.6514,42.19,73.682,2208
0.0015978,0.73819,0.089651,1.1379,-9.7744,0.17295,0.0052685,0.34881,0.99536,0.25749,0.0052685,0.0081062,0.013131,0.0052685,4660.1,0.078324,1.3547,0.0052685,0.0011966,14.725,0.80264,0.024613,0.00036288,0.23977,0.25749,0.073352,0.05564,0.34426,3.7719,0.12555,0.0011966,53.627,6.8062,0.033342,0.024613,4.4594,6.3671,0.34575,0.0055899,0.33249,0.31452,0.0055899,43.395,28.67,0.0089951,0.86463,14.657,-0.027937,-0.0063449,1.0019,0.64993,0.14692,0.98877,1.3277,530.23,-0.004661,0.0062053,1.0047,0.34277,24.788,12.731,53.877,6.7746,16.908,9019
-0.036574,0.64459,0.030193,1.0468,-23.679,0.015256,-0.0458,0.50279,1.0046,0.32409,-0.0458,-0.071053,0.0034755,-0.0458,37181,0.0098168,1.5514,-0.0458,-0.025156,27.186,1.052,-0.011462,-0.020088,0.019509,0.32409,0.02413,-0.063243,0.092837,4.8482,0.33582,-0.025156,129.81,2.8117,-0.017782,-0.011462,1.836,?,0.32409,-0.0062955,0.067532,0.52112,-0.0062955,126.55,99.364,-0.26971,0.83646,27.31,-0.06359,-0.034927,1.0468,0.64459,0.35566,0.99652,0.99652,2128.4,0.0045503,-0.11285,0.99545,0,13.426,3.6734,129.22,2.8246,5.5982,8284
0.10607,0.36015,-0.035152,0.86844,-12.364,0.26859,0.13199,1.6747,1.0408,0.60316,0.13199,0.49399,0.058438,0.13199,690.69,0.52846,2.7766,0.13199,0.040528,7.7159,1.1974,0.1416,0.03257,0.3337,0.60316,0.4565,0.4525,-0.045773,4.4449,0.10293,0.040528,31.166,11.711,0.39316,0.1416,3.2747,1.7557,0.69611,0.043477,0.098765,0.059223,0.043477,23.048,15.332,1.5407,0.61078,8.0305,0.083265,0.025566,0.6443,0.2672,0.085387,0.78541,0.90645,-979.1,0.039174,0.17586,0.96083,0.15411,47.305,23.806,29.945,12.189,4.2409,6061
0.044887,0.29809,0.086732,1.291,-45.459,0.025034999999999998,0.05488200000000001,2.2911,0.8584700000000001,0.68295,0.05488200000000001,0.18411,0.21301,0.05488200000000001,1631,0.2238,3.3547,0.05488200000000001,0.17524,144.31,0.69903,0.053364,0.14333,0.037567,0.68295,0.19027,1.4628,0.14099,4.4715,0.8492,0.17524,298.25,1.2238,0.17902,0.053364,0.48648,?,0.68295,0.1704,0.13293,0.15032,0.1704,402.32,258.01,0.36253,0.87559,123.88,0.041536000000000003,0.13263,1.291,0.29809,0.81711,1.1102,1.1102,2568.5,-0.16486,0.065725,1.1649,0.0,2.5293,1.4147,347.42,1.0506,0.50907,6621
0.35986,0.36254,0.54354,2.4992,49.556,0,0.44222,1.7583,3.8913,0.63746,0.44291,1.2198,0.12157,0.44222,279.73,1.3048,2.7583,0.44222,0.11364,6.1558,1.221,0.43655,0.092478,0.59267,0.50703,1.0777,628.74,5.7875,3.1151,-0.015395,0.11364,38.082,9.5845,9.5845,0.41652,3.8913,?,0.63746,0.10704,1.1758,0.025856,0.11219,45.005,38.849,5.4834,2.3182,6.8936,0.40571,0.10426,2.4992,0.36254,0.10433,6.7875,6.7875,708.46,0.10704,0.56453,0.88733,0,59.294,9.3953,34.006,10.733,41.434,3092
0.033996,0.49993999999999994,-0.028998000000000003,0.87681,-48.741,-0.078576,0.037426,1.0002,1.0596,0.5000600000000001,0.037426,0.159,0.097092,0.037426,2545.2,0.14341,2.0002,0.037426,0.050684,19.416,0.82361,0.045629,0.046038,-0.088546,0.5000600000000001,0.13654,0.65477,-0.03654,4.5955,0.67157,0.050684,123.29,2.9605,0.091269,0.045629,0.78145,0.63166,0.76461,0.061793,0.10821,0.20572,0.061793,89.427,70.011,0.86547,0.70993,20.574,0.011359999999999999,0.015384,0.41283,0.23539000000000002,0.33778,0.6301,0.96346,-1142.4,0.056274,0.067984,0.94373,0.52905,18.799,5.2134,116.35,3.1371,0.93047,3120
0.088613,0.62534,0.085629,1.1961,5.1117,0,0.11318,0.59912,1.6687,0.37466,0.18136,0.2592,0.095887,0.11318,1426.5,0.25587,1.5991,0.11318,0.067822,8.0341,1.2348,0.18113,0.053102,0.31857,0.3517,0.21659,2.6566,0.17924,3.6391,0.35136,0.081854,107.27,3.4027,2.3759,0.18297,1.6687,2.5699,0.56359,0.10964,0.15457,0.09144,0.10854,99.472,91.438,2.4125,1.112,9.0235,0.1343,0.080479,0.83517,0.43664,0.29388,0.78424,1.1797,373.0,0.10964,0.23652,0.93219,0.50429,45.431,3.9918,95.506,3.8218,3.493,7511
0.13199,0.63636,0.3131,1.5014,61.072,-0.00085785,0.16545,0.57143,2.3144,0.36364,0.19807,0.26497,0.078198,0.16545,1283.4,0.2844,1.5714,0.16545,0.071488,44.56,1.1115,0.1835,0.057029,0.34108,0.18626,0.23181,5.6246,5.0094,3.8972,0.27147,0.074329,103.55,3.5376,3.4711,0.11342,2.3144,?,0.36364,0.049009,0.018968,0.10658,0.079287,145.98,101.42,0.46713,1.0489,46.688,0.16797,0.072576,1.4732,0.6244,0.28268,5.818,5.818,2471.3,0.049009,0.36296,0.96852,0,8.1911,3.5988,98.474,3.7066,37.029,5416
0.018107,0.48277,-0.021609,0.95025,-70.142,0.027846,0.029037,1.0169,1.0431,0.49095,0.029037,0.066855,0.088339,0.029037,1519.7,0.24019,2.0714,0.029037,0.022121,56.632,1.0325,0.051653,0.013795,0.051791,0.49095,0.21755,0.41047,-0.036795,4.22,0.36392,0.022121,125.98,2.8973,0.10699,0.051653,1.3184,4.3152,0.53939,0.039351,0.01856,0.11454,0.039351,112.52,55.891,0.08891,0.48133,59.073,-0.035265,-0.026866,0.85489,0.43432,0.34515,0.83596,0.91845,-358.59,0.041315,0.036883,0.95869,0.098679,6.4451,6.5306,120.77,3.0222,2.235,7114
0.012205,0.54752,0.28499,1.5205,31.625,0,0.016922,0.82642,2.0455,0.45248,0.038963,0.030906,0.030291,0.016922,3225.4,0.11317,1.8264,0.016922,0.0082726,16.48,0.82906,0.0097052,0.0059669,0.12632,0.34429,0.10455,0.44031,1.7015,3.413,0.25639,0.016398,98.261,3.7146,3.7146,0.011668,2.0455,?,0.45248,0.0057041,0.074901,0.33338,0.0047447,141.24,124.76,0.13216,1.3518,16.574,-0.035333,-0.017274,1.5205,0.54752,0.26921,2.7015,2.7015,737.55,0.0057041,0.026974,0.99188,0,22.149,2.9257,97.7,3.7359,12.212,3305
